actualisation: up -> 5	nouvelle position: (104 ; 42)
actualisation: up -> 5	nouvelle position: (104 ; 37)
actualisation: up -> 7	nouvelle position: (104 ; 30)
actualisation: down -> 9	nouvelle position: (104 ; 39)
actualisation: down -> 3	nouvelle position: (104 ; 42)
actualisation: up -> 3	nouvelle position: (104 ; 39)
actualisation: forward -> 9	nouvelle position: (113 ; 39)
actualisation: forward -> 7	nouvelle position: (120 ; 39)
actualisation: up -> 9	nouvelle position: (120 ; 30)
actualisation: down -> 3	nouvelle position: (120 ; 33)
actualisation: down -> 2	nouvelle position: (120 ; 35)
actualisation: up -> 8	nouvelle position: (120 ; 27)
actualisation: forward -> 5	nouvelle position: (125 ; 27)
actualisation: forward -> 9	nouvelle position: (134 ; 27)
actualisation: down -> 5	nouvelle position: (134 ; 32)
actualisation: down -> 2	nouvelle position: (134 ; 34)
actualisation: down -> 9	nouvelle position: (134 ; 43)
actualisation: down -> 6	nouvelle position: (134 ; 49)
actualisation: down -> 6	nouvelle position: (134 ; 55)
actualisation: up -> 3	nouvelle position: (134 ; 52)
actualisation: forward -> 3	nouvelle position: (137 ; 52)
actualisation: up -> 6	nouvelle position: (137 ; 46)
actualisation: forward -> 9	nouvelle position: (146 ; 46)
actualisation: down -> 3	nouvelle position: (146 ; 49)
actualisation: down -> 2	nouvelle position: (146 ; 51)
actualisation: forward -> 6	nouvelle position: (152 ; 51)
actualisation: down -> 7	nouvelle position: (152 ; 58)
actualisation: down -> 2	nouvelle position: (152 ; 60)
actualisation: down -> 8	nouvelle position: (152 ; 68)
actualisation: forward -> 2	nouvelle position: (154 ; 68)
actualisation: forward -> 8	nouvelle position: (162 ; 68)
actualisation: forward -> 4	nouvelle position: (166 ; 68)
actualisation: forward -> 1	nouvelle position: (167 ; 68)
actualisation: up -> 6	nouvelle position: (167 ; 62)
actualisation: forward -> 2	nouvelle position: (169 ; 62)
actualisation: forward -> 8	nouvelle position: (177 ; 62)
actualisation: forward -> 5	nouvelle position: (182 ; 62)
actualisation: forward -> 4	nouvelle position: (186 ; 62)
actualisation: up -> 1	nouvelle position: (186 ; 61)
actualisation: down -> 8	nouvelle position: (186 ; 69)
actualisation: up -> 3	nouvelle position: (186 ; 66)
actualisation: forward -> 8	nouvelle position: (194 ; 66)
actualisation: forward -> 4	nouvelle position: (198 ; 66)
actualisation: up -> 6	nouvelle position: (198 ; 60)
actualisation: down -> 2	nouvelle position: (198 ; 62)
actualisation: forward -> 6	nouvelle position: (204 ; 62)
actualisation: forward -> 9	nouvelle position: (213 ; 62)
actualisation: down -> 2	nouvelle position: (213 ; 64)
actualisation: up -> 3	nouvelle position: (213 ; 61)
actualisation: forward -> 8	nouvelle position: (221 ; 61)
actualisation: down -> 6	nouvelle position: (221 ; 67)
actualisation: up -> 4	nouvelle position: (221 ; 63)
actualisation: down -> 7	nouvelle position: (221 ; 70)
actualisation: up -> 3	nouvelle position: (221 ; 67)
actualisation: forward -> 4	nouvelle position: (225 ; 67)
actualisation: down -> 8	nouvelle position: (225 ; 75)
actualisation: forward -> 5	nouvelle position: (230 ; 75)
actualisation: forward -> 1	nouvelle position: (231 ; 75)
actualisation: down -> 3	nouvelle position: (231 ; 78)
actualisation: forward -> 1	nouvelle position: (232 ; 78)
actualisation: forward -> 8	nouvelle position: (240 ; 78)
actualisation: down -> 3	nouvelle position: (240 ; 81)
actualisation: forward -> 4	nouvelle position: (244 ; 81)
actualisation: forward -> 2	nouvelle position: (246 ; 81)
actualisation: up -> 7	nouvelle position: (246 ; 74)
actualisation: forward -> 6	nouvelle position: (252 ; 74)
actualisation: forward -> 8	nouvelle position: (260 ; 74)
actualisation: forward -> 6	nouvelle position: (266 ; 74)
actualisation: down -> 5	nouvelle position: (266 ; 79)
actualisation: down -> 2	nouvelle position: (266 ; 81)
actualisation: down -> 8	nouvelle position: (266 ; 89)
actualisation: down -> 2	nouvelle position: (266 ; 91)
actualisation: down -> 9	nouvelle position: (266 ; 100)
actualisation: down -> 5	nouvelle position: (266 ; 105)
actualisation: down -> 3	nouvelle position: (266 ; 108)
actualisation: down -> 8	nouvelle position: (266 ; 116)
actualisation: up -> 1	nouvelle position: (266 ; 115)
actualisation: forward -> 1	nouvelle position: (267 ; 115)
actualisation: up -> 5	nouvelle position: (267 ; 110)
actualisation: up -> 1	nouvelle position: (267 ; 109)
actualisation: up -> 6	nouvelle position: (267 ; 103)
actualisation: up -> 3	nouvelle position: (267 ; 100)
actualisation: up -> 2	nouvelle position: (267 ; 98)
actualisation: forward -> 5	nouvelle position: (272 ; 98)
actualisation: forward -> 6	nouvelle position: (278 ; 98)
actualisation: down -> 4	nouvelle position: (278 ; 102)
actualisation: up -> 3	nouvelle position: (278 ; 99)
actualisation: up -> 9	nouvelle position: (278 ; 90)
actualisation: down -> 1	nouvelle position: (278 ; 91)
actualisation: forward -> 1	nouvelle position: (279 ; 91)
actualisation: forward -> 6	nouvelle position: (285 ; 91)
actualisation: down -> 9	nouvelle position: (285 ; 100)
actualisation: forward -> 5	nouvelle position: (290 ; 100)
actualisation: forward -> 3	nouvelle position: (293 ; 100)
actualisation: forward -> 2	nouvelle position: (295 ; 100)
actualisation: down -> 7	nouvelle position: (295 ; 107)
actualisation: down -> 5	nouvelle position: (295 ; 112)
actualisation: down -> 8	nouvelle position: (295 ; 120)
actualisation: forward -> 9	nouvelle position: (304 ; 120)
actualisation: forward -> 4	nouvelle position: (308 ; 120)
actualisation: down -> 2	nouvelle position: (308 ; 122)
actualisation: up -> 9	nouvelle position: (308 ; 113)
actualisation: down -> 1	nouvelle position: (308 ; 114)
actualisation: forward -> 5	nouvelle position: (313 ; 114)
actualisation: forward -> 1	nouvelle position: (314 ; 114)
actualisation: forward -> 9	nouvelle position: (323 ; 114)
actualisation: down -> 8	nouvelle position: (323 ; 122)
actualisation: forward -> 5	nouvelle position: (328 ; 122)
actualisation: down -> 8	nouvelle position: (328 ; 130)
actualisation: forward -> 3	nouvelle position: (331 ; 130)
actualisation: up -> 4	nouvelle position: (331 ; 126)
actualisation: down -> 7	nouvelle position: (331 ; 133)
actualisation: down -> 9	nouvelle position: (331 ; 142)
actualisation: forward -> 3	nouvelle position: (334 ; 142)
actualisation: forward -> 7	nouvelle position: (341 ; 142)
actualisation: down -> 9	nouvelle position: (341 ; 151)
actualisation: up -> 5	nouvelle position: (341 ; 146)
actualisation: up -> 7	nouvelle position: (341 ; 139)
actualisation: forward -> 8	nouvelle position: (349 ; 139)
actualisation: down -> 3	nouvelle position: (349 ; 142)
actualisation: down -> 9	nouvelle position: (349 ; 151)
actualisation: down -> 1	nouvelle position: (349 ; 152)
actualisation: forward -> 3	nouvelle position: (352 ; 152)
actualisation: down -> 1	nouvelle position: (352 ; 153)
actualisation: up -> 9	nouvelle position: (352 ; 144)
actualisation: forward -> 6	nouvelle position: (358 ; 144)
actualisation: down -> 9	nouvelle position: (358 ; 153)
actualisation: forward -> 1	nouvelle position: (359 ; 153)
actualisation: forward -> 5	nouvelle position: (364 ; 153)
actualisation: down -> 6	nouvelle position: (364 ; 159)
actualisation: up -> 7	nouvelle position: (364 ; 152)
actualisation: forward -> 9	nouvelle position: (373 ; 152)
actualisation: down -> 9	nouvelle position: (373 ; 161)
actualisation: forward -> 6	nouvelle position: (379 ; 161)
actualisation: down -> 3	nouvelle position: (379 ; 164)
actualisation: up -> 6	nouvelle position: (379 ; 158)
actualisation: up -> 2	nouvelle position: (379 ; 156)
actualisation: up -> 1	nouvelle position: (379 ; 155)
actualisation: up -> 9	nouvelle position: (379 ; 146)
actualisation: down -> 9	nouvelle position: (379 ; 155)
actualisation: forward -> 4	nouvelle position: (383 ; 155)
actualisation: forward -> 6	nouvelle position: (389 ; 155)
actualisation: up -> 7	nouvelle position: (389 ; 148)
actualisation: forward -> 2	nouvelle position: (391 ; 148)
actualisation: down -> 5	nouvelle position: (391 ; 153)
actualisation: forward -> 7	nouvelle position: (398 ; 153)
actualisation: down -> 5	nouvelle position: (398 ; 158)
actualisation: forward -> 4	nouvelle position: (402 ; 158)
actualisation: down -> 8	nouvelle position: (402 ; 166)
actualisation: up -> 3	nouvelle position: (402 ; 163)
actualisation: down -> 1	nouvelle position: (402 ; 164)
actualisation: forward -> 5	nouvelle position: (407 ; 164)
actualisation: down -> 5	nouvelle position: (407 ; 169)
actualisation: up -> 6	nouvelle position: (407 ; 163)
actualisation: down -> 6	nouvelle position: (407 ; 169)
actualisation: forward -> 4	nouvelle position: (411 ; 169)
actualisation: down -> 8	nouvelle position: (411 ; 177)
actualisation: down -> 6	nouvelle position: (411 ; 183)
actualisation: down -> 7	nouvelle position: (411 ; 190)
actualisation: down -> 9	nouvelle position: (411 ; 199)
actualisation: down -> 4	nouvelle position: (411 ; 203)
actualisation: forward -> 5	nouvelle position: (416 ; 203)
actualisation: down -> 8	nouvelle position: (416 ; 211)
actualisation: down -> 7	nouvelle position: (416 ; 218)
actualisation: forward -> 3	nouvelle position: (419 ; 218)
actualisation: forward -> 5	nouvelle position: (424 ; 218)
actualisation: up -> 8	nouvelle position: (424 ; 210)
actualisation: down -> 4	nouvelle position: (424 ; 214)
actualisation: down -> 1	nouvelle position: (424 ; 215)
actualisation: up -> 6	nouvelle position: (424 ; 209)
actualisation: up -> 9	nouvelle position: (424 ; 200)
actualisation: down -> 2	nouvelle position: (424 ; 202)
actualisation: down -> 2	nouvelle position: (424 ; 204)
actualisation: up -> 1	nouvelle position: (424 ; 203)
actualisation: up -> 7	nouvelle position: (424 ; 196)
actualisation: forward -> 1	nouvelle position: (425 ; 196)
actualisation: down -> 1	nouvelle position: (425 ; 197)
actualisation: down -> 4	nouvelle position: (425 ; 201)
actualisation: down -> 8	nouvelle position: (425 ; 209)
actualisation: forward -> 1	nouvelle position: (426 ; 209)
actualisation: forward -> 3	nouvelle position: (429 ; 209)
actualisation: down -> 8	nouvelle position: (429 ; 217)
actualisation: up -> 9	nouvelle position: (429 ; 208)
actualisation: forward -> 1	nouvelle position: (430 ; 208)
actualisation: down -> 6	nouvelle position: (430 ; 214)
actualisation: forward -> 3	nouvelle position: (433 ; 214)
actualisation: down -> 9	nouvelle position: (433 ; 223)
actualisation: down -> 2	nouvelle position: (433 ; 225)
actualisation: up -> 8	nouvelle position: (433 ; 217)
actualisation: forward -> 5	nouvelle position: (438 ; 217)
actualisation: up -> 1	nouvelle position: (438 ; 216)
actualisation: forward -> 9	nouvelle position: (447 ; 216)
actualisation: down -> 4	nouvelle position: (447 ; 220)
actualisation: forward -> 3	nouvelle position: (450 ; 220)
actualisation: up -> 6	nouvelle position: (450 ; 214)
actualisation: up -> 4	nouvelle position: (450 ; 210)
actualisation: down -> 9	nouvelle position: (450 ; 219)
actualisation: down -> 8	nouvelle position: (450 ; 227)
actualisation: down -> 3	nouvelle position: (450 ; 230)
actualisation: forward -> 6	nouvelle position: (456 ; 230)
actualisation: forward -> 6	nouvelle position: (462 ; 230)
actualisation: down -> 1	nouvelle position: (462 ; 231)
actualisation: down -> 2	nouvelle position: (462 ; 233)
actualisation: down -> 2	nouvelle position: (462 ; 235)
actualisation: down -> 2	nouvelle position: (462 ; 237)
actualisation: up -> 7	nouvelle position: (462 ; 230)
actualisation: down -> 2	nouvelle position: (462 ; 232)
actualisation: forward -> 9	nouvelle position: (471 ; 232)
actualisation: down -> 3	nouvelle position: (471 ; 235)
actualisation: up -> 5	nouvelle position: (471 ; 230)
actualisation: forward -> 9	nouvelle position: (480 ; 230)
actualisation: up -> 5	nouvelle position: (480 ; 225)
actualisation: forward -> 1	nouvelle position: (481 ; 225)
actualisation: down -> 1	nouvelle position: (481 ; 226)
actualisation: forward -> 7	nouvelle position: (488 ; 226)
actualisation: down -> 8	nouvelle position: (488 ; 234)
actualisation: down -> 9	nouvelle position: (488 ; 243)
actualisation: down -> 1	nouvelle position: (488 ; 244)
actualisation: forward -> 8	nouvelle position: (496 ; 244)
actualisation: up -> 1	nouvelle position: (496 ; 243)
actualisation: forward -> 8	nouvelle position: (504 ; 243)
actualisation: down -> 1	nouvelle position: (504 ; 244)
actualisation: forward -> 9	nouvelle position: (513 ; 244)
actualisation: down -> 8	nouvelle position: (513 ; 252)
actualisation: down -> 2	nouvelle position: (513 ; 254)
actualisation: forward -> 4	nouvelle position: (517 ; 254)
actualisation: up -> 2	nouvelle position: (517 ; 252)
actualisation: down -> 7	nouvelle position: (517 ; 259)
actualisation: forward -> 6	nouvelle position: (523 ; 259)
actualisation: forward -> 6	nouvelle position: (529 ; 259)
actualisation: forward -> 4	nouvelle position: (533 ; 259)
actualisation: up -> 8	nouvelle position: (533 ; 251)
actualisation: up -> 2	nouvelle position: (533 ; 249)
actualisation: down -> 8	nouvelle position: (533 ; 257)
actualisation: up -> 7	nouvelle position: (533 ; 250)
actualisation: forward -> 2	nouvelle position: (535 ; 250)
actualisation: forward -> 6	nouvelle position: (541 ; 250)
actualisation: forward -> 3	nouvelle position: (544 ; 250)
actualisation: up -> 5	nouvelle position: (544 ; 245)
actualisation: forward -> 9	nouvelle position: (553 ; 245)
actualisation: down -> 9	nouvelle position: (553 ; 254)
actualisation: forward -> 6	nouvelle position: (559 ; 254)
actualisation: up -> 2	nouvelle position: (559 ; 252)
actualisation: down -> 6	nouvelle position: (559 ; 258)
actualisation: forward -> 4	nouvelle position: (563 ; 258)
actualisation: forward -> 5	nouvelle position: (568 ; 258)
actualisation: down -> 3	nouvelle position: (568 ; 261)
actualisation: up -> 2	nouvelle position: (568 ; 259)
actualisation: forward -> 3	nouvelle position: (571 ; 259)
actualisation: forward -> 2	nouvelle position: (573 ; 259)
actualisation: up -> 7	nouvelle position: (573 ; 252)
actualisation: down -> 1	nouvelle position: (573 ; 253)
actualisation: up -> 1	nouvelle position: (573 ; 252)
actualisation: up -> 8	nouvelle position: (573 ; 244)
actualisation: down -> 4	nouvelle position: (573 ; 248)
actualisation: forward -> 7	nouvelle position: (580 ; 248)
actualisation: forward -> 2	nouvelle position: (582 ; 248)
actualisation: up -> 2	nouvelle position: (582 ; 246)
actualisation: down -> 4	nouvelle position: (582 ; 250)
actualisation: forward -> 4	nouvelle position: (586 ; 250)
actualisation: forward -> 2	nouvelle position: (588 ; 250)
actualisation: forward -> 2	nouvelle position: (590 ; 250)
actualisation: down -> 8	nouvelle position: (590 ; 258)
actualisation: down -> 2	nouvelle position: (590 ; 260)
actualisation: down -> 2	nouvelle position: (590 ; 262)
actualisation: forward -> 6	nouvelle position: (596 ; 262)
actualisation: up -> 2	nouvelle position: (596 ; 260)
actualisation: up -> 9	nouvelle position: (596 ; 251)
actualisation: down -> 1	nouvelle position: (596 ; 252)
actualisation: down -> 7	nouvelle position: (596 ; 259)
actualisation: forward -> 9	nouvelle position: (605 ; 259)
actualisation: forward -> 4	nouvelle position: (609 ; 259)
actualisation: up -> 8	nouvelle position: (609 ; 251)
actualisation: forward -> 2	nouvelle position: (611 ; 251)
actualisation: forward -> 5	nouvelle position: (616 ; 251)
actualisation: down -> 3	nouvelle position: (616 ; 254)
actualisation: down -> 6	nouvelle position: (616 ; 260)
actualisation: down -> 4	nouvelle position: (616 ; 264)
actualisation: forward -> 7	nouvelle position: (623 ; 264)
actualisation: up -> 1	nouvelle position: (623 ; 263)
actualisation: forward -> 7	nouvelle position: (630 ; 263)
actualisation: down -> 8	nouvelle position: (630 ; 271)
actualisation: up -> 2	nouvelle position: (630 ; 269)
actualisation: down -> 8	nouvelle position: (630 ; 277)
actualisation: forward -> 6	nouvelle position: (636 ; 277)
actualisation: down -> 3	nouvelle position: (636 ; 280)
actualisation: up -> 9	nouvelle position: (636 ; 271)
actualisation: up -> 6	nouvelle position: (636 ; 265)
actualisation: up -> 6	nouvelle position: (636 ; 259)
actualisation: forward -> 5	nouvelle position: (641 ; 259)
actualisation: forward -> 1	nouvelle position: (642 ; 259)
actualisation: forward -> 3	nouvelle position: (645 ; 259)
actualisation: forward -> 3	nouvelle position: (648 ; 259)
actualisation: down -> 7	nouvelle position: (648 ; 266)
actualisation: down -> 3	nouvelle position: (648 ; 269)
actualisation: forward -> 8	nouvelle position: (656 ; 269)
actualisation: forward -> 2	nouvelle position: (658 ; 269)
actualisation: down -> 7	nouvelle position: (658 ; 276)
actualisation: down -> 1	nouvelle position: (658 ; 277)
actualisation: up -> 4	nouvelle position: (658 ; 273)
actualisation: forward -> 2	nouvelle position: (660 ; 273)
actualisation: forward -> 1	nouvelle position: (661 ; 273)
actualisation: up -> 6	nouvelle position: (661 ; 267)
actualisation: forward -> 9	nouvelle position: (670 ; 267)
actualisation: up -> 4	nouvelle position: (670 ; 263)
actualisation: forward -> 5	nouvelle position: (675 ; 263)
actualisation: up -> 4	nouvelle position: (675 ; 259)
actualisation: forward -> 3	nouvelle position: (678 ; 259)
actualisation: down -> 1	nouvelle position: (678 ; 260)
actualisation: forward -> 6	nouvelle position: (684 ; 260)
actualisation: forward -> 2	nouvelle position: (686 ; 260)
actualisation: down -> 3	nouvelle position: (686 ; 263)
actualisation: down -> 7	nouvelle position: (686 ; 270)
actualisation: forward -> 7	nouvelle position: (693 ; 270)
actualisation: down -> 4	nouvelle position: (693 ; 274)
actualisation: forward -> 6	nouvelle position: (699 ; 274)
actualisation: down -> 8	nouvelle position: (699 ; 282)
actualisation: forward -> 5	nouvelle position: (704 ; 282)
actualisation: up -> 9	nouvelle position: (704 ; 273)
actualisation: up -> 9	nouvelle position: (704 ; 264)
actualisation: forward -> 4	nouvelle position: (708 ; 264)
actualisation: forward -> 8	nouvelle position: (716 ; 264)
actualisation: down -> 6	nouvelle position: (716 ; 270)
actualisation: down -> 7	nouvelle position: (716 ; 277)
actualisation: forward -> 1	nouvelle position: (717 ; 277)
actualisation: up -> 4	nouvelle position: (717 ; 273)
actualisation: forward -> 9	nouvelle position: (726 ; 273)
actualisation: forward -> 7	nouvelle position: (733 ; 273)
actualisation: forward -> 2	nouvelle position: (735 ; 273)
actualisation: forward -> 6	nouvelle position: (741 ; 273)
actualisation: up -> 4	nouvelle position: (741 ; 269)
actualisation: forward -> 4	nouvelle position: (745 ; 269)
actualisation: down -> 3	nouvelle position: (745 ; 272)
actualisation: down -> 2	nouvelle position: (745 ; 274)
actualisation: up -> 4	nouvelle position: (745 ; 270)
actualisation: forward -> 4	nouvelle position: (749 ; 270)
actualisation: forward -> 3	nouvelle position: (752 ; 270)
actualisation: up -> 8	nouvelle position: (752 ; 262)
actualisation: forward -> 8	nouvelle position: (760 ; 262)
actualisation: down -> 9	nouvelle position: (760 ; 271)
actualisation: forward -> 4	nouvelle position: (764 ; 271)
actualisation: forward -> 6	nouvelle position: (770 ; 271)
actualisation: forward -> 7	nouvelle position: (777 ; 271)
actualisation: down -> 5	nouvelle position: (777 ; 276)
actualisation: forward -> 6	nouvelle position: (783 ; 276)
actualisation: down -> 3	nouvelle position: (783 ; 279)
actualisation: up -> 2	nouvelle position: (783 ; 277)
actualisation: down -> 4	nouvelle position: (783 ; 281)
actualisation: forward -> 1	nouvelle position: (784 ; 281)
actualisation: up -> 3	nouvelle position: (784 ; 278)
actualisation: forward -> 4	nouvelle position: (788 ; 278)
actualisation: down -> 7	nouvelle position: (788 ; 285)
actualisation: down -> 9	nouvelle position: (788 ; 294)
actualisation: down -> 6	nouvelle position: (788 ; 300)
actualisation: up -> 7	nouvelle position: (788 ; 293)
actualisation: down -> 2	nouvelle position: (788 ; 295)
actualisation: down -> 5	nouvelle position: (788 ; 300)
actualisation: forward -> 7	nouvelle position: (795 ; 300)
actualisation: up -> 6	nouvelle position: (795 ; 294)
actualisation: down -> 2	nouvelle position: (795 ; 296)
actualisation: forward -> 4	nouvelle position: (799 ; 296)
actualisation: down -> 9	nouvelle position: (799 ; 305)
actualisation: up -> 8	nouvelle position: (799 ; 297)
actualisation: forward -> 6	nouvelle position: (805 ; 297)
actualisation: down -> 4	nouvelle position: (805 ; 301)
actualisation: down -> 3	nouvelle position: (805 ; 304)
actualisation: up -> 9	nouvelle position: (805 ; 295)
actualisation: down -> 6	nouvelle position: (805 ; 301)
actualisation: down -> 9	nouvelle position: (805 ; 310)
actualisation: up -> 3	nouvelle position: (805 ; 307)
actualisation: down -> 2	nouvelle position: (805 ; 309)
actualisation: forward -> 3	nouvelle position: (808 ; 309)
actualisation: down -> 1	nouvelle position: (808 ; 310)
actualisation: forward -> 1	nouvelle position: (809 ; 310)
actualisation: forward -> 5	nouvelle position: (814 ; 310)
actualisation: down -> 7	nouvelle position: (814 ; 317)
actualisation: forward -> 2	nouvelle position: (816 ; 317)
actualisation: down -> 8	nouvelle position: (816 ; 325)
actualisation: down -> 8	nouvelle position: (816 ; 333)
actualisation: down -> 7	nouvelle position: (816 ; 340)
actualisation: forward -> 5	nouvelle position: (821 ; 340)
actualisation: forward -> 9	nouvelle position: (830 ; 340)
actualisation: forward -> 9	nouvelle position: (839 ; 340)
actualisation: forward -> 2	nouvelle position: (841 ; 340)
actualisation: up -> 5	nouvelle position: (841 ; 335)
actualisation: down -> 2	nouvelle position: (841 ; 337)
actualisation: forward -> 3	nouvelle position: (844 ; 337)
actualisation: down -> 2	nouvelle position: (844 ; 339)
actualisation: forward -> 9	nouvelle position: (853 ; 339)
actualisation: up -> 1	nouvelle position: (853 ; 338)
actualisation: forward -> 1	nouvelle position: (854 ; 338)
actualisation: up -> 6	nouvelle position: (854 ; 332)
actualisation: down -> 1	nouvelle position: (854 ; 333)
actualisation: forward -> 4	nouvelle position: (858 ; 333)
actualisation: down -> 5	nouvelle position: (858 ; 338)
actualisation: forward -> 2	nouvelle position: (860 ; 338)
actualisation: up -> 7	nouvelle position: (860 ; 331)
actualisation: up -> 4	nouvelle position: (860 ; 327)
actualisation: up -> 3	nouvelle position: (860 ; 324)
actualisation: forward -> 6	nouvelle position: (866 ; 324)
actualisation: down -> 5	nouvelle position: (866 ; 329)
actualisation: forward -> 6	nouvelle position: (872 ; 329)
actualisation: down -> 6	nouvelle position: (872 ; 335)
actualisation: forward -> 6	nouvelle position: (878 ; 335)
actualisation: down -> 2	nouvelle position: (878 ; 337)
actualisation: down -> 8	nouvelle position: (878 ; 345)
actualisation: up -> 9	nouvelle position: (878 ; 336)
actualisation: forward -> 2	nouvelle position: (880 ; 336)
actualisation: down -> 4	nouvelle position: (880 ; 340)
actualisation: forward -> 4	nouvelle position: (884 ; 340)
actualisation: forward -> 9	nouvelle position: (893 ; 340)
actualisation: up -> 9	nouvelle position: (893 ; 331)
actualisation: down -> 4	nouvelle position: (893 ; 335)
actualisation: up -> 7	nouvelle position: (893 ; 328)
actualisation: down -> 6	nouvelle position: (893 ; 334)
actualisation: up -> 2	nouvelle position: (893 ; 332)
actualisation: up -> 7	nouvelle position: (893 ; 325)
actualisation: down -> 5	nouvelle position: (893 ; 330)
actualisation: down -> 6	nouvelle position: (893 ; 336)
actualisation: down -> 8	nouvelle position: (893 ; 344)
actualisation: down -> 1	nouvelle position: (893 ; 345)
actualisation: forward -> 6	nouvelle position: (899 ; 345)
actualisation: forward -> 6	nouvelle position: (905 ; 345)
actualisation: forward -> 7	nouvelle position: (912 ; 345)
actualisation: down -> 3	nouvelle position: (912 ; 348)
actualisation: forward -> 3	nouvelle position: (915 ; 348)
actualisation: forward -> 8	nouvelle position: (923 ; 348)
actualisation: forward -> 1	nouvelle position: (924 ; 348)
actualisation: forward -> 2	nouvelle position: (926 ; 348)
actualisation: down -> 8	nouvelle position: (926 ; 356)
actualisation: forward -> 6	nouvelle position: (932 ; 356)
actualisation: down -> 6	nouvelle position: (932 ; 362)
actualisation: forward -> 8	nouvelle position: (940 ; 362)
actualisation: forward -> 3	nouvelle position: (943 ; 362)
actualisation: forward -> 6	nouvelle position: (949 ; 362)
actualisation: down -> 4	nouvelle position: (949 ; 366)
actualisation: down -> 2	nouvelle position: (949 ; 368)
